Mrpl15,11.511,chr1,4785284,4786118
Lypla1,6.47791,chr1,4807537,4808137
Tcea1,6.32251,chr1,4857434,4858042
Tcea1,4.44688,chr1,4858443,4858736
Atp6v1h,5.66816,chr1,5082859,5083389
Rb1cc1,7.19888,chr1,6214659,6215014
Rrs1;Adhfe1,6.49108,chr1,9545008,9545858
Mybl1,5.06251,chr1,9699982,9701266
1700034P13Rik;Vcpip1,5.4484,chr1,9747271,9748654
Sgk3,4.32188,chr1,9848160,9848774
Sgk3,7.91677,chr1,9859042,9859425
Snord87;Snhg6,10.6188,chr1,9942913,9944258
Cspp1;Cops5,4.93847,chr1,10037917,10038607
Cspp1;Cops5,10.427,chr1,10039755,10040235
Arfgef1,4.09286,chr1,10232110,10233368
Ncoa2,34.2707,chr1,13155067,13155889
Ncoa2,4.35061,chr1,13161470,13161732
Ncoa2,5.53251,chr1,13267330,13267659
Ncoa2,4.23394,chr1,13293354,13293880
Ncoa2,5.25391,chr1,13372219,13372712
Ncoa2,6.23164,chr1,13372993,13374807
Tram1,3.55751,chr1,13589419,13589894
Tram1;Lactb2;Xkr9,10.2172,chr1,13593163,13593663
Lactb2,5.50878,chr1,13660147,13660766
Terf1,7.67506,chr1,15805284,15806602
Rpl7;Rdh10,3.49603,chr1,16103457,16104644
Rpl7;Rdh10,3.24643,chr1,16105390,16105707
Rpl7;Rdh10,4.15001,chr1,16105956,16106415
Ube2w,4.71682,chr1,16618644,16618901
Tmem70;Ly96;Tceb1;D030040B21Rik;Ube2w,4.58676,chr1,16642210,16642560
Tceb1;D030040B21Rik,3.32273,chr1,16656483,16657608
Tmem70,5.43438,chr1,16665093,16665562
Ly96,2.60455,chr1,16688289,16689014
Tmem70;Ly96;Tceb1;D030040B21Rik,8.29751,chr1,16747272,16747524
Mcm3;Mir206;Il17f;Mir133b;Il17a,14.324,chr1,20740588,20740925
Mcm3,6.9139,chr1,20819078,20820684
Kcnq5,3.51251,chr1,21960663,21961353
Phf3,13.5568,chr1,30793030,30793401
Gm13363;Ptp4a1;Phf3,4.94063,chr1,30872458,30873088
Gm13363;Ptp4a1,10.47,chr1,30949239,30950324
Prim2,5.59793,chr1,33612251,33612586
1700001G17Rik;Prim2,5.92709,chr1,33669404,33670681
Bend6,7.16361,chr1,33883286,33883874
Ccdc115;Imp4,3.73929,chr1,34439452,34440140
Ptpn18,4.20001,chr1,34459531,34460124
Ptpn18,7.73517,chr1,34472403,34473495
Ptpn18;Prss40;Imp4;Ccdc115;Mir5103;Prss39;Cfc1,5.27886,chr1,34478832,34479196
Ptpn18;Prss40;Imp4;Amer3;Ccdc115;Mir5103;Prss39;Cfc1,4.15001,chr1,34482034,34482272
Arhgef4,7.07918,chr1,34801723,34802520
Fam168b,6.90788,chr1,34842007,34842757
Fam168b,4.47591,chr1,34843158,34843496
Plekhb2,6.65215,chr1,34849875,34850182
Hs6st1,5.43438,chr1,36068406,36068905
Uggt1,9.03037,chr1,36160095,36160947
Uggt1,4.60633,chr1,36242011,36242396
Uggt1,8.75487,chr1,36243755,36244392
Kansl3;Mir6898;Neurl3;Arid5a;Uggt1,4.06112,chr1,36261759,36262514
Neurl3,5.92751,chr1,36264039,36265150
Neurl3,4.72811,chr1,36274659,36275652
Kansl3;Mir6898;Fer1l5;Arid5a;Neurl3;Uggt1,14.9125,chr1,36293400,36295033
Kansl3;Mir6898;Fer1l5;Arid5a;Neurl3;Uggt1,4.6095,chr1,36295340,36295713
Kansl3;Mir6898;Fer1l5;Arid5a;Neurl3;Uggt1,2.9634,chr1,36296658,36297253
Arid5a,8.88908,chr1,36307211,36309561
Arid5a,3.11024,chr1,36310427,36310706
Kansl3,5.44155,chr1,36368244,36369077
Lman2l,6.50272,chr1,36444868,36445317
Cnnm4,2.58366,chr1,36471074,36471464
Cnnm3,6.62389,chr1,36511537,36512071
Ankrd39,3.95313,chr1,36546126,36546368
Sema4c,3.82284,chr1,36557959,36558197
Cox5b,5.50358,chr1,36691345,36692115
Actr1b,3.16126,chr1,36709676,36709971
4933424G06Rik,4.09488,chr1,36719621,36720238
Zap70,4.31024,chr1,36761526,36763195
