Tcea1,4.44688,4858443,4858736,5.67192,168673153,168673565
Sgk3,4.32188,9848160,9848774,5.67192,168673153,168673565
Sgk3,7.91677,9859042,9859425,5.67192,168673153,168673565
Cspp1;Cops5,10.427,10039755,10040235,5.67192,168673153,168673565
Ncoa2,4.35061,13161470,13161732,5.67192,168673153,168673565
Ncoa2,4.23394,13293354,13293880,5.67192,168673153,168673565
Ncoa2,6.23164,13372993,13374807,5.67192,168673153,168673565
Tram1;Lactb2;Xkr9,10.2172,13593163,13593663,5.67192,168673153,168673565
Rpl7;Rdh10,3.24643,16105390,16105707,5.67192,168673153,168673565
Rpl7;Rdh10,4.15001,16105956,16106415,5.67192,168673153,168673565
Ube2w,4.71682,16618644,16618901,5.67192,168673153,168673565
Tmem70;Ly96;Tceb1;D030040B21Rik;Ube2w,4.58676,16642210,16642560,5.67192,168673153,168673565
Tmem70,5.43438,16665093,16665562,5.67192,168673153,168673565
Ly96,2.60455,16688289,16689014,5.67192,168673153,168673565
Phf3,13.5568,30793030,30793401,5.67192,168673153,168673565
Prim2,5.59793,33612251,33612586,5.67192,168673153,168673565
Ptpn18,4.20001,34459531,34460124,5.67192,168673153,168673565
Ptpn18;Prss40;Imp4;Amer3;Ccdc115;Mir5103;Prss39;Cfc1,4.15001,34482034,34482272,5.67192,168673153,168673565
Arhgef4,7.07918,34801723,34802520,5.67192,168673153,168673565
Fam168b,4.47591,34843158,34843496,5.67192,168673153,168673565
Hs6st1,5.43438,36068406,36068905,5.67192,168673153,168673565
Uggt1,8.75487,36243755,36244392,5.67192,168673153,168673565
Neurl3,4.72811,36274659,36275652,5.67192,168673153,168673565
Kansl3;Mir6898;Fer1l5;Arid5a;Neurl3;Uggt1,2.9634,36296658,36297253,5.67192,168673153,168673565
Arid5a,3.11024,36310427,36310706,5.67192,168673153,168673565
Lman2l,6.50272,36444868,36445317,5.67192,168673153,168673565
Cnnm4,2.58366,36471074,36471464,5.67192,168673153,168673565
Cnnm3,6.62389,36511537,36512071,5.67192,168673153,168673565
Ankrd39,3.95313,36546126,36546368,5.67192,168673153,168673565
Sema4c,3.82284,36557959,36558197,5.67192,168673153,168673565
Actr1b,3.16126,36709676,36709971,5.67192,168673153,168673565
4933424G06Rik,4.09488,36719621,36720238,5.67192,168673153,168673565
Zap70,9.63127,36766327,36767781,5.67192,168673153,168673565
Tmem131,5.11779,36797567,36797808,5.67192,168673153,168673565
Tmem131,3.85527,36920200,36920556,5.67192,168673153,168673565
Tmem131,4.60633,36938417,36938920,5.67192,168673153,168673565
Tmem131,5.46079,36939652,36940189,5.67192,168673153,168673565
Tmem131,8.18652,37000435,37000794,5.67192,168673153,168673565
Mgat4a,5.28559,37477544,37479162,5.67192,168673153,168673565
Mgat4a,4.61042,37495857,37496822,5.67192,168673153,168673565
2010300C02Rik;Mgat4a;4930594C11Rik,4.40742,37544629,37544877,5.67192,168673153,168673565
2010300C02Rik,5.13751,37614970,37615520,5.67192,168673153,168673565
Lipt1,7.57293,37872186,37872769,5.67192,168673153,168673565
Txndc9;Eif5b,6.25626,37997765,37998514,5.67192,168673153,168673565
Rev1,3.62292,38129792,38130045,5.67192,168673153,168673565
Aff3,5.33351,38662675,38663325,5.67192,168673153,168673565
Aff3,8.16089,38664199,38666016,5.67192,168673153,168673565
Aff3;Lonrf2,2.96407,38694295,38694874,5.67192,168673153,168673565
Pdcl3,3.24643,38987587,38987957,5.67192,168673153,168673565
Rpl31,3.75501,39368670,39369028,5.67192,168673153,168673565
Cnot11,3.92035,39535431,39536081,5.67192,168673153,168673565
Gm3646;Rfx8;Creg2,5.43438,39734144,39734995,5.67192,168673153,168673565
