Mrpl15,11.511,4785284,4786118,6.94147,4785283,4786042
Lypla1,6.47791,4807537,4808137,3.86722,4807735,4808027
Tcea1,6.32251,4857434,4858042,4.38285,4857535,4858154
Atp6v1h,5.66816,5082859,5083389,4.62765,5082539,5083196
Rb1cc1,7.19888,6214659,6215014,2.80854,6214264,6214857
Rrs1;Adhfe1,6.49108,9545008,9545858,5.25189,9545040,9545523
Mybl1,5.06251,9699982,9701266,6.74141,9699988,9700690
1700034P13Rik;Vcpip1,5.4484,9747271,9748654,3.38465,9748080,9748556
Snord87;Snhg6,10.6188,9942913,9944258,10.908,9943723,9944254
Cspp1;Cops5,4.93847,10037917,10038607,10.2032,10039809,10040254
Arfgef1,4.09286,10232110,10233368,4.95819,10232201,10232479
Ncoa2,34.2707,13155067,13155889,23.7993,13155102,13155887
Ncoa2,5.53251,13267330,13267659,4.89848,13267330,13267626
Ncoa2,5.25391,13372219,13372712,4.5471,13372901,13373467
Tram1,3.55751,13589419,13589894,10.0033,13593286,13593663
Lactb2,5.50878,13660147,13660766,5.35901,13660216,13660582
Terf1,7.67506,15805284,15806602,5.37005,15805679,15806271
Rpl7;Rdh10,3.49603,16103457,16104644,3.57268,16105404,16105708
Tceb1;D030040B21Rik,3.32273,16656483,16657608,2.94228,16656936,16657407
Tmem70;Ly96;Tceb1;D030040B21Rik,8.29751,16747272,16747524,5.67192,16747273,16747521
Mcm3;Mir206;Il17f;Mir133b;Il17a,14.324,20740588,20740925,10.5775,20740563,20740887
Mcm3,6.9139,20819078,20820684,5.62337,20819614,20820616
Kcnq5,3.51251,21960663,21961353,4.14057,21961007,21961463
Gm13363;Ptp4a1;Phf3,4.94063,30872458,30873088,4.12503,30872551,30872957
Gm13363;Ptp4a1,10.47,30949239,30950324,8.26366,30949114,30950320
1700001G17Rik;Prim2,5.92709,33669404,33670681,3.3435,33669501,33670156
Bend6,7.16361,33883286,33883874,5.28874,33883202,33883629
Ccdc115;Imp4,3.73929,34439452,34440140,2.80377,34439334,34439569
Ptpn18,7.73517,34472403,34473495,3.47944,34472607,34473006
Ptpn18;Prss40;Imp4;Ccdc115;Mir5103;Prss39;Cfc1,5.27886,34478832,34479196,4.10651,34479017,34479297
Fam168b,6.90788,34842007,34842757,4.57288,34842357,34842725
Plekhb2,6.65215,34849875,34850182,10.4242,34852432,34852724
Uggt1,9.03037,36160095,36160947,6.95733,36160138,36160584
Uggt1,4.60633,36242011,36242396,6.06732,36243903,36244393
Kansl3;Mir6898;Neurl3;Arid5a;Uggt1,4.06112,36261759,36262514,2.94228,36262047,36262364
Neurl3,5.92751,36264039,36265150,4.51286,36264154,36264672
Kansl3;Mir6898;Fer1l5;Arid5a;Neurl3;Uggt1,14.9125,36293400,36295033,15.5383,36293260,36294134
Kansl3;Mir6898;Fer1l5;Arid5a;Neurl3;Uggt1,4.6095,36295340,36295713,3.25237,36296676,36297460
Arid5a,8.88908,36307211,36309561,6.58126,36307655,36309511
Kansl3,5.44155,36368244,36369077,4.28707,36368368,36369043
Cox5b,5.50358,36691345,36692115,3.60941,36691573,36691894
Zap70,4.31024,36761526,36763195,3.57268,36761926,36762217
Zap70,4.08541,36764695,36764941,7.28063,36766678,36767430
Tmem131,7.93079,36883695,36884084,8.26365,36883795,36884116
Tmem131,4.20001,36937670,36938092,3.04994,36939697,36940191
Tmem131,7.67506,37028982,37029835,6.28038,37028939,37029499
Inpp4a,7.64246,37299910,37300794,4.62765,37299918,37300477
Coa5;Unc50,8.34505,37429469,37430563,4.56676,37429617,37430091
Mgat4a,4.23394,37473280,37473766,4.40156,37478125,37479060
Mgat4a,4.98833,37491653,37492098,4.2971,37496546,37496968
2010300C02Rik;Mgat4a;4930594C11Rik,12.0224,37585830,37586366,6.28038,37585694,37586307
Tsga10,4.14876,37864676,37865732,3.10765,37865325,37865736
Mrpl30;Mitd1,9.06415,37889254,37890739,4.14354,37890175,37890749
Txndc9;Eif5b,6.382,37996848,37997464,3.47808,37997794,37998129
Chst10;Lonrf2,12.4316,38777504,38778017,5.82911,38777566,38777812
Npas2,19.423,39196349,39197243,12.7864,39196674,39197267
Npas2,4.54501,39207090,39207357,3.79859,39206939,39207179
Rpl31,7.80279,39367784,39368369,5.68593,39368467,39368820
Rnf149,12.4732,39576028,39577550,7.58124,39576039,39577413
1700066B17Rik,41.7467,39841950,39843187,36.3352,39842121,39842969
1700066B17Rik;Gm3646;Map4k4,7.16361,39896289,39897100,4.85868,39901196,39902247
Map4k4,6.12501,39901135,39903514,6.3177,39902550,39902898
Map4k4,4.41365,39920553,39920923,10.0571,39923482,39924026
Map4k4,4.20001,39936448,39936702,5.94983,39936418,39936779
Il18r1;Il1rl2;Il1r1;Il1rl1,4.44532,40382902,40383188,8.778,40386238,40386534
Il18r1;Il1rl2;Il1r1;Il1rl1,5.33501,40393300,40393685,6.70318,40393300,40393562
Il18r1,7.38782,40465525,40465939,5.06479,40465607,40465991
Il18rap,12.1813,40515090,40516674,9.53914,40515070,40516606
Mrps9,9.84576,42851044,42851597,5.15629,42851113,42851483
Nck2,9.84576,43538797,43540318,8.64291,43539784,43540161
Uxs1,6.64605,43827349,43828148,4.15526,43827422,43827762
Tex30,7.24376,44101717,44102580,4.88893,44101709,44102762
Wdr75,6.42085,45795048,45795901,5.67192,45795057,45795768
Nabp1,3.10536,51448779,51449075,3.26197,51448787,51449022
Nabp1,2.74445,51476667,51476941,6.2421,51478100,51478859
Nabp1,4.65715,51505758,51506059,12.0289,51508998,51509581
Nabp1,12.1,51508995,51510163,5.90854,51509821,51510179
Nabp1,3.72308,51514145,51514968,5.19112,51514617,51514952
Nabp1,4.56876,51525543,51525940,3.80932,51525723,51525994
,5.06251,51585007,51585266,4.14057,51584887,51585226
,6.5351,51593890,51594216,6.95888,51593986,51594220
Stat4,5.33501,52008318,52009146,5.43029,52010801,52011232
Stat4,3.75376,52019390,52020145,5.80206,52019655,52020094
Stat4,4.40742,52022195,52022694,3.72545,52022338,52022608
Stat1,8.09876,52119008,52121837,5.48334,52118930,52119857
Gls,5.07527,52230281,52230566,4.34919,52228251,52228489
Gls,6.50853,52231239,52233679,3.61098,52231425,52232652
Nab1,17.6484,52363578,52363973,19.8328,52363711,52363981
Nab1,3.63902,52500019,52500840,5.28874,52499624,52500169
Tmem194b;Nab1;Mfsd6,6.52001,52597847,52598094,6.94147,52597793,52598090
Tmem194b,3.78751,52630374,52631044,2.98121,52630396,52631096
Mfsd6,4.93959,52726477,52727147,3.51848,52727012,52727313
